ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
4273,Merdeka Tournament,1972-07-16,Japan,5,0,Sri Lanka,,0
4274,Merdeka Tournament,1972-07-17,South Korea,2,0,Thailand,,0
4275,Merdeka Tournament,1972-07-18,Japan,5,1,Philippines,,0
4276,Merdeka Tournament,1972-07-19,South Korea,4,1,Singapore,,0
4277,Merdeka Tournament,1972-07-22,Malaysia,3,1,Japan,,1
4278,Merdeka Tournament,1972-07-23,Indonesia,0,2,South Korea,,0
4279,Merdeka Tournament,1972-07-26,Japan,0,3,South Korea,,0
4280,Merdeka Tournament,1972-07-29,Malaysia,1,2,South Korea,,1
4281,Friendly,1972-04-08,Japan,4,1,Philippines,,0
4282,Friendly,1972-06-08,Costa Rica,1,0,Mexico,,1
4283,Friendly,1972-06-08,Indonesia,1,0,Japan,,0
4284,Friendly,1972-09-08,Peru,3,2,Mexico,,1
4285,Friendly,1972-08-16,Chile,0,2,Mexico,,1
4286,CONCACAF Championship qualification,1972-08-20,Canada,3,2,United States,,1
4287,CONCACAF Championship qualification,1972-08-24,Canada,0,1,Mexico,,1
4288,CONCACAF Championship qualification,1972-08-29,United States,2,2,Canada,,1
4289,Friendly,1972-08-30,Czechoslovakia,1,2,Netherlands,,1
4290,Friendly,1972-02-09,Greece,1,3,France,,1
4291,Friendly,1972-02-09,Guatemala,2,2,Canada,,1
4292,CONCACAF Championship qualification,1972-03-09,Mexico,3,1,United States,,1
4293,CONCACAF Championship qualification,1972-06-09,Mexico,2,1,Canada,,1
4294,CONCACAF Championship qualification,1972-10-09,United States,1,2,Mexico,,1
4295,Friendly,1972-09-14,Japan,2,2,South Korea,,1
4296,Korea Cup,1972-09-20,South Korea,3,0,Thailand,,1
4297,Korea Cup,1972-09-22,South Korea,3,1,Cambodia,,1
4298,Korea Cup,1972-09-24,South Korea,2,0,Malaysia,,1
4299,Korea Cup,1972-09-27,South Korea,0,1,Myanmar,,1
4300,Korea Cup,1972-09-30,South Korea,1,0,Malaysia,,1
4301,Friendly,1972-01-10,Costa Rica,2,0,El Salvador,,1
4302,Friendly,1972-04-10,Denmark,1,1,Switzerland,,1
4303,FIFA World Cup qualification,1972-04-10,Norway,0,2,Belgium,,1
4304,Friendly,1972-07-10,Indonesia,1,4,Australia,,1
4305,Friendly,1972-08-10,El Salvador,0,1,Costa Rica,,1
4306,Friendly,1972-09-10,Australia,3,1,New Zealand,,0
4307,Friendly,1972-11-10,England,1,1,Yugoslavia,,1
4308,Friendly,1972-11-10,Spain,1,0,Argentina,,1
4309,Friendly,1972-12-10,Mexico,3,1,Costa Rica,,1
4310,FIFA World Cup qualification,1972-10-13,France,1,0,Russia,,1
4311,Friendly,1972-10-15,Guatemala,0,0,Costa Rica,,1
4312,Friendly,1972-10-15,Poland,3,0,Czechoslovakia,,1
4313,Friendly,1972-10-15,Vietnam Republic,0,1,Australia,,1
4314,FIFA World Cup qualification,1972-10-18,Denmark,1,4,Scotland,,1
4315,FIFA World Cup qualification,1972-10-19,Spain,2,2,Yugoslavia,,1
4316,FIFA World Cup qualification,1972-10-21,Switzerland,0,0,Italy,,1
4317,Friendly,1972-10-22,South Korea,1,1,Australia,,1
4318,Friendly,1972-10-24,South Korea,0,2,Australia,,1
4319,Copa Ramon Castilla,1972-10-25,Peru,0,2,Argentina,,1
4320,Friendly,1972-10-29,Philippines,0,6,Australia,,1
4321,FIFA World Cup qualification,1972-01-11,Netherlands,9,0,Norway,,1
4322,Friendly,1972-12-11,Costa Rica,1,1,Guatemala,,1
4323,Friendly,1972-11-15,Germany,5,1,Switzerland,,1
4324,FIFA World Cup qualification,1972-11-15,Republic of Ireland,2,1,France,,1
4325,FIFA World Cup qualification,1972-11-15,Scotland,2,0,Denmark,,1
4326,FIFA World Cup qualification,1972-11-15,Wales,0,1,England,,1
4327,Friendly,1972-11-16,Tunisia,1,2,Algeria,,1
4328,King's Cup,1972-11-18,South Korea,4,1,Malaysia,,0
4329,FIFA World Cup qualification,1972-11-19,Belgium,0,0,Netherlands,,1
4330,FIFA World Cup qualification,1972-11-19,Morocco,0,0,Senegal,,1
4331,King's Cup,1972-11-22,Indonesia,1,1,South Korea,,0
4332,King's Cup,1972-11-24,South Korea,2,0,Singapore,,0
4333,King's Cup,1972-11-26,Thailand,1,0,South Korea,,1
4334,King's Cup,1972-11-28,South Korea,0,0,Singapore,,0
4335,Friendly,1972-11-29,Senegal,0,0,China PR,,1
4336,CONCACAF Championship qualification,1972-03-12,Honduras,2,1,Costa Rica,,1
4337,FIFA World Cup qualification,1972-03-12,Senegal,1,2,Morocco,,1
4338,FIFA World Cup qualification,1972-08-12,Egypt,2,1,Tunisia,,1
4339,CONCACAF Championship qualification,1972-10-12,Costa Rica,3,3,Honduras,,1
4340,FIFA World Cup qualification,1972-12-17,Tunisia,2,0,Egypt,,1
4341,Friendly,1972-12-28,Ghana,2,2,Togo,,1
4342,Friendly,1972-12-29,Liberia,2,2,Ghana,,1
4343,Friendly,1973-01-01,Gambia,2,1,Senegal,,1
4344,FIFA World Cup qualification,1973-01-17,Greece,2,3,Spain,,1
4345,FIFA World Cup qualification,1973-01-24,England,1,1,Wales,,1
4346,FIFA World Cup qualification,1973-04-02,Cameroon,0,1,DR Congo,,1
4347,Friendly,1973-04-02,Tunisia,0,5,Yugoslavia,,1
4348,Friendly,1973-06-02,Mexico,2,0,Argentina,,1
4349,FIFA World Cup qualification,1973-10-02,Nigeria,2,3,Ghana,,1
4350,FIFA World Cup qualification,1973-11-02,Guinea,1,1,Morocco,,1
4351,FIFA World Cup qualification,1973-11-02,Tunisia,1,1,Ivory Coast,,1
4352,Friendly,1973-02-14,Australia,2,2,Bulgaria,,1
4353,Friendly,1973-02-14,Germany,2,3,Argentina,,1
4354,Friendly,1973-02-14,Scotland,0,5,England,,1
4355,Friendly,1973-02-16,Australia,1,3,Bulgaria,,1
4356,Friendly,1973-02-17,Morocco,3,1,Senegal,,1
4357,Friendly,1973-02-18,Australia,0,2,Bulgaria,,1
4358,Friendly,1973-02-18,Ecuador,1,1,German DR,,1
4359,Friendly,1973-02-20,Israel,1,1,Argentina,,1
4360,FIFA World Cup qualification,1973-02-21,Spain,3,1,Greece,,1
4361,FIFA World Cup qualification,1973-02-25,DR Congo,0,1,Cameroon,,1
4362,FIFA World Cup qualification,1973-02-25,Ghana,0,0,Nigeria,,1
4363,FIFA World Cup qualification,1973-02-25,Ivory Coast,2,1,Tunisia,,1
4364,FIFA World Cup qualification,1973-02-25,Morocco,2,0,Guinea,,1
4365,FIFA World Cup qualification,1973-02-27,DR Congo,2,0,Cameroon,,1
4366,Friendly,1973-03-03,France,1,2,Portugal,,1
4367,FIFA World Cup qualification,1973-04-03,New Zealand,1,1,Australia,,1
4368,FIFA World Cup qualification,1973-11-03,Australia,3,1,Iraq,,1
4369,FIFA World Cup qualification,1973-03-13,Australia,2,1,Indonesia,,1
4370,FIFA World Cup qualification,1973-03-16,Australia,3,3,New Zealand,,1
4371,Friendly,1973-03-17,Bermuda,4,0,United States,,1
4372,FIFA World Cup qualification,1973-03-18,Australia,0,0,Iraq,,1
4373,Friendly,1973-03-20,Poland,4,0,United States,,1
4374,FIFA World Cup qualification,1973-03-24,Australia,6,0,Indonesia,,1
4375,Friendly,1973-03-28,Austria,1,0,Netherlands,,1
4376,Friendly,1973-03-28,Germany,3,0,Czechoslovakia,,1
4377,FIFA World Cup qualification,1973-03-28,Northern Ireland,1,1,Portugal,,0
4378,FIFA World Cup qualification,1973-03-28,Wales,2,0,Poland,,1
4379,FIFA World Cup qualification,1973-08-04,Luxembourg,0,1,Switzerland,,1
4380,African Cup of Nations qualification,1973-08-04,Ghana,3,2,Senegal,,1
4381,Friendly,1973-12-04,Kuwait,9,0,Qatar,,1
4382,Friendly,1973-04-17,Kuwait,4,1,Qatar,,1
4383,Friendly,1973-04-18,Belgium,3,0,German DR,,1
4384,African Cup of Nations qualification,1973-04-21,Senegal,1,0,Ghana,Ghana win on penalties,1
4385,Friendly,1973-04-24,Ecuador,1,1,Chile,,1
4386,Friendly,1973-04-26,Denmark,1,2,Sweden,,1
4387,Friendly,1973-04-29,Bolivia,3,3,Ecuador,,1
4388,FIFA World Cup qualification,1973-02-05,Bulgaria,2,1,Portugal,,1
4389,FIFA World Cup qualification,1973-02-05,Denmark,1,1,Czechoslovakia,,1
4390,Friendly,1973-02-05,Netherlands,3,2,Spain,,1
4391,FIFA World Cup qualification,1973-04-05,Iran,0,0,North Korea,,1
4392,Friendly,1973-06-05,Ecuador,0,0,Bolivia,,1
4393,FIFA World Cup qualification,1973-06-05,Iran,2,1,Kuwait,,1
4394,FIFA World Cup qualification,1973-08-05,Iran,1,0,Syria,,1
4395,Friendly,1973-09-05,Germany,0,1,Yugoslavia,,1
4396,FIFA World Cup qualification,1973-09-05,Switzerland,0,0,Turkey,,1
4397,FIFA World Cup qualification,1973-11-05,Iran,2,1,North Korea,,1
4398,British Championship,1973-12-05,England,2,1,Northern Ireland,,1
4399,Friendly,1973-12-05,Germany,3,0,Bulgaria,,1
4400,Friendly,1973-12-05,Haiti,1,2,Ecuador,,1
4401,British Championship,1973-12-05,Wales,0,2,Scotland,,1
4402,FIFA World Cup qualification,1973-05-13,Iran,2,0,Kuwait,,1
4403,Friendly,1973-05-13,Poland,2,2,Yugoslavia,,1
4404,British Championship,1973-05-15,England,3,0,Wales,,1
4405,Friendly,1973-05-15,Haiti,1,0,Ecuador,,1
4406,FIFA World Cup qualification,1973-05-15,Iran,0,1,Syria,,1
4407,FIFA World Cup qualification,1973-05-16,Israel,2,1,Japan,,0
4408,Friendly,1973-05-16,Poland,2,0,Republic of Ireland,,1
4409,Copa Lipton,1973-05-17,Argentina,1,1,Uruguay,,1
4410,British Championship,1973-05-19,England,1,0,Scotland,,1
4411,FIFA World Cup qualification,1973-05-19,France,1,1,Republic of Ireland,,1
4412,FIFA World Cup qualification,1973-05-19,South Korea,4,0,Thailand,,1
4413,British Championship,1973-05-19,Northern Ireland,1,0,Wales,,0
4414,FIFA World Cup qualification,1973-05-20,Ivory Coast,1,1,Morocco,,1
4415,FIFA World Cup qualification,1973-05-20,Vietnam Republic,0,4,Japan,,0
4416,FIFA World Cup qualification,1973-05-21,South Korea,0,0,Malaysia,,1
4417,FIFA World Cup qualification,1973-05-22,Japan,0,1,Hong Kong,,0
4418,FIFA World Cup qualification,1973-05-23,South Korea,0,0,Israel,,1
4419,Copa Newton,1973-05-23,Uruguay,1,1,Argentina,,1
4420,FIFA World Cup qualification,1973-05-26,Israel,1,0,Japan,,0
4421,FIFA World Cup qualification,1973-05-26,South Korea,3,1,Hong Kong,,1
4422,FIFA World Cup qualification,1973-05-26,Russia,2,0,France,,0
4423,Friendly,1973-05-27,Brazil,5,0,Bolivia,,1
4424,African Cup of Nations qualification,1973-05-27,Cameroon,2,1,DR Congo,,1
4425,Friendly,1973-05-27,Czechoslovakia,1,1,England,,1
4426,FIFA World Cup qualification,1973-05-28,South Korea,1,0,Israel,,1
4427,Friendly,1973-03-06,Algeria,0,2,Brazil,,1
4428,FIFA World Cup qualification,1973-03-06,Morocco,4,1,Ivory Coast,,1
4429,FIFA World Cup qualification,1973-06-06,Czechoslovakia,6,0,Denmark,,1
4430,Friendly,1973-06-06,Haiti,0,0,Uruguay,,1
4431,FIFA World Cup qualification,1973-06-06,Poland,2,0,England,,1
4432,Friendly,1973-06-06,Tunisia,1,4,Brazil,,1
4433,Friendly,1973-09-06,Italy,2,0,Brazil,,1
4434,Friendly,1973-10-06,Russia,1,2,England,,1
4435,Friendly,1973-06-13,Austria,1,1,Brazil,,1
4436,African Cup of Nations qualification,1973-06-14,DR Congo,2,0,Cameroon,,1
4437,Friendly,1973-06-14,Italy,2,0,England,,1
4438,Friendly,1973-06-16,Germany,0,1,Brazil,,1
4439,FIFA World Cup qualification,1973-06-21,Colombia,1,1,Ecuador,,1
4440,Nordic Championship,1973-06-21,Denmark,1,0,Norway,,1
4441,Friendly,1973-06-21,Russia,0,1,Brazil,,1
4442,Friendly,1973-06-22,Switzerland,1,0,Scotland,,1
4443,Friendly,1973-06-23,South Korea,2,0,Japan,,1
4444,FIFA World Cup qualification,1973-06-24,Colombia,0,0,Uruguay,,1
4445,Friendly,1973-06-25,Sweden,1,0,Brazil,,1
4446,FIFA World Cup qualification,1973-06-28,Ecuador,1,1,Colombia,,1
4447,Friendly,1973-06-30,Scotland,0,1,Brazil,,1
4448,FIFA World Cup qualification,1973-01-07,Ecuador,1,2,Uruguay,,1
4449,Friendly,1973-03-07,Republic of Ireland,3,4,Brazil,,1
4450,FIFA World Cup qualification,1973-05-07,Uruguay,0,1,Colombia,,1
4451,FIFA World Cup qualification,1973-08-07,Uruguay,4,0,Ecuador,,1
4452,Copa Carlos Dittborn,1973-07-13,Argentina,5,4,Chile,,1
4453,African Cup of Nations qualification,1973-07-15,Ghana,0,3,Ivory Coast,,1
4454,Copa Carlos Dittborn,1973-07-18,Chile,3,1,Argentina,,1
4455,Friendly,1973-07-19,Israel,1,2,Uruguay,,1
4456,Copa Ramon Castilla,1973-07-27,Argentina,3,1,Peru,,1
4457,Merdeka Tournament,1973-07-28,Myanmar,0,0,South Korea,Myanmar win on penalties,0
4458,African Cup of Nations qualification,1973-07-29,Ivory Coast,1,0,Ghana,,1
4459,Merdeka Tournament,1973-07-30,Malaysia,1,2,South Korea,,1
4460,Friendly,1973-01-08,Canada,1,3,Poland,,1
4461,Merdeka Tournament,1973-01-08,South Korea,0,0,Thailand,,0
4462,Merdeka Tournament,1973-03-08,Cambodia,0,1,South Korea,,0
4463,Friendly,1973-03-08,United States,0,1,Poland,,1
4464,Merdeka Tournament,1973-05-08,India,0,0,South Korea,,0
4465,Friendly,1973-05-08,Canada,0,2,United States,,1
4466,FIFA World Cup qualification,1973-05-08,Ghana,1,0,DR Congo,,1
4467,Friendly,1973-05-08,Mexico,0,1,Poland,,0
4468,Friendly,1973-08-08,Mexico,1,2,Poland,,1
4469,Friendly,1973-10-08,United States,0,4,Poland,,1
4470,Merdeka Tournament,1973-11-08,South Korea,0,1,Kuwait,,0
4471,Merdeka Tournament,1973-11-08,South Korea,1,2,Myanmar,,0
4472,Friendly,1973-12-08,New Zealand,0,0,Iran,,1
4473,Friendly,1973-12-08,United States,1,0,Poland,,1
4474,Palestine Cup,1973-08-13,Syria,1,4,Tunisia,,0
4475,Palestine Cup,1973-08-15,Egypt,0,1,Tunisia,,0
4476,FIFA World Cup qualification,1973-08-18,Australia,3,0,Iran,,1
4477,Friendly,1973-08-19,Bulgaria,0,2,Poland,,1
4478,FIFA World Cup qualification,1973-08-19,DR Congo,4,1,Ghana,,1
4479,Palestine Cup,1973-08-19,Tunisia,2,0,Yemen DPR,,0
4480,Palestine Cup,1973-08-21,Palestine,2,6,Tunisia,,0
4481,FIFA World Cup qualification,1973-08-22,Netherlands,5,0,Iceland,,1
4482,Palestine Cup,1973-08-23,Iraq,0,2,Tunisia,,0
4483,FIFA World Cup qualification,1973-08-24,Iran,2,0,Australia,,1
4484,Palestine Cup,1973-08-26,Syria,0,4,Tunisia,,0
4485,FIFA World Cup qualification,1973-08-29,Netherlands,8,1,Iceland,,1
4486,Friendly,1973-05-09,Russia,0,1,Germany,,1
4487,Friendly,1973-08-09,France,3,1,Greece,,1
4488,FIFA World Cup qualification,1973-09-09,Argentina,4,0,Bolivia,,1
4489,Friendly,1973-09-09,United States,1,0,Bermuda,,1
4490,FIFA World Cup qualification,1973-12-09,Norway,1,2,Netherlands,,1
4491,FIFA World Cup qualification,1973-09-16,Paraguay,1,1,Argentina,,1
4492,Friendly,1973-09-20,Mexico,1,2,Chile,,1
4493,Korea Cup,1973-09-22,South Korea,6,0,Cambodia,,1
4494,FIFA World Cup qualification,1973-09-23,Bolivia,0,1,Argentina,,1
4495,Nordic Championship,1973-09-23,Norway,0,1,Denmark,,1
4496,Korea Cup,1973-09-24,South Korea,3,1,Indonesia,,1
4497,Friendly,1973-09-26,England,7,0,Austria,,1
4498,FIFA World Cup qualification,1973-09-26,Poland,3,0,Wales,,1
4499,FIFA World Cup qualification,1973-09-26,Switzerland,1,0,Luxembourg,,1
4500,Korea Cup,1973-09-28,South Korea,0,1,Myanmar,,1
4501,Friendly,1973-09-28,Malta,2,0,Canada,,1
4502,Korea Cup,1973-09-30,South Korea,2,0,Malaysia,,1
4503,Friendly,1973-09-30,Malta,0,0,Canada,,1
4504,FIFA World Cup qualification,1973-07-10,Argentina,3,1,Paraguay,,1
4505,Friendly,1973-07-10,Luxembourg,0,2,Canada,,1
4506,Friendly,1973-10-10,Germany,4,0,Austria,,1
4507,Friendly,1973-10-10,Netherlands,1,1,Poland,,1
4508,Friendly,1973-10-13,Denmark,2,2,Hungary,,1
4509,Friendly,1973-10-13,Germany,2,1,France,,1
4510,FIFA World Cup qualification,1973-10-13,Portugal,2,2,Bulgaria,,1
4511,Friendly,1973-10-16,Mexico,2,0,United States,,1
4512,FIFA World Cup qualification,1973-10-17,England,1,1,Poland,,1
4513,Friendly,1973-10-17,Turkey,0,0,Spain,,1
4514,FIFA World Cup qualification,1973-10-20,Italy,2,0,Switzerland,,1
4515,Friendly,1973-10-21,Republic of Ireland,1,0,Poland,,1
4516,FIFA World Cup qualification,1973-10-21,Yugoslavia,0,0,Spain,,1
4517,FIFA World Cup qualification,1973-10-21,Zambia,4,0,Morocco,,1
4518,FIFA World Cup qualification,1973-10-28,Australia,0,0,South Korea,,1
4519,Friendly,1973-10-31,Algeria,2,0,Morocco,,1
4520,FIFA World Cup qualification,1973-10-31,Belgium,2,0,Norway,,1
4521,Friendly,1973-03-11,Haiti,1,0,United States,,1
4522,Friendly,1973-05-11,Haiti,1,0,United States,,1
4523,Friendly,1973-10-11,Haiti,5,1,Canada,,1
4524,FIFA World Cup qualification,1973-10-11,South Korea,2,2,Australia,,1
4525,Friendly,1973-12-11,Haiti,0,1,Canada,,1
4526,FIFA World Cup qualification,1973-11-13,Australia,1,0,South Korea,,0
4527,Friendly,1973-11-13,Israel,3,1,United States,,1
4528,Friendly,1973-11-14,England,0,1,Italy,,1
4529,FIFA World Cup qualification,1973-11-14,Portugal,1,1,Northern Ireland,,1
4530,Friendly,1973-11-14,Scotland,1,1,Germany,,1
4531,Friendly,1973-11-15,Israel,2,0,United States,,1
4532,FIFA World Cup qualification,1973-11-18,Netherlands,0,0,Belgium,,1
4533,FIFA World Cup qualification,1973-11-18,Turkey,2,0,Switzerland,,1
4534,Friendly,1973-11-21,France,3,0,Denmark,,1
4535,Friendly,1973-11-24,Germany,2,1,Spain,,1
4536,FIFA World Cup qualification,1973-11-25,Morocco,2,0,Zambia,,1
4537,CONCACAF Championship,1973-11-30,Guatemala,0,0,Mexico,,0
4538,CONCACAF Championship,1973-03-12,Honduras,1,1,Mexico,,0
4539,CONCACAF Championship,1973-08-12,Mexico,8,0,Curaçao,,0
4540,FIFA World Cup qualification,1973-09-12,DR Congo,3,0,Morocco,,1
4541,CONCACAF Championship,1973-12-14,Mexico,0,4,Trinidad and Tobago,,0
4542,King's Cup,1973-12-16,Cambodia,0,5,South Korea,,0
4543,CONCACAF Championship,1973-12-18,Haiti,0,1,Mexico,,1
4544,King's Cup,1973-12-18,South Korea,0,0,Malaysia,,0
4545,Friendly,1973-12-21,Congo,0,1,Tunisia,,1
4546,King's Cup,1973-12-22,Myanmar,0,2,South Korea,,0
4547,King's Cup,1973-12-25,South Korea,2,1,Malaysia,,0
4548,Friendly,1973-12-30,Guinea,0,0,Tunisia,,1
4549,Friendly,1974-06-01,Mali,1,0,Tunisia,,1
4550,Friendly,1974-01-17,Pakistan,1,2,Iran,,1
4551,Friendly,1974-01-20,Iran,0,1,Turkey,,0
4552,Friendly,1974-12-02,Singapore,0,1,Japan,,1
4553,FIFA World Cup qualification,1974-02-13,Yugoslavia,1,0,Spain,,0
4554,Friendly,1974-02-15,Ghana,5,2,Guinea,,1
4555,Friendly,1974-02-17,Ghana,3,1,Guinea,,1
4556,Friendly,1974-02-20,Hong Kong,0,0,Japan,,1
4557,Friendly,1974-02-22,Iraq,0,0,Morocco,,1
4558,Friendly,1974-02-23,Spain,1,0,Germany,,1
4559,Friendly,1974-02-24,Iraq,0,0,Morocco,,1
4560,Friendly,1974-02-25,Kuwait,0,2,Morocco,,1
4561,Friendly,1974-02-26,Italy,0,0,Germany,,1
4562,Friendly,1974-02-26,Tunisia,0,4,German DR,,1
4563,Friendly,1974-02-27,Qatar,0,1,Morocco,,1
4564,Friendly,1974-01-03,Bahrain,0,1,Morocco,,1
4565,Friendly,1974-06-03,Saudi Arabia,0,0,Morocco,,1
4566,Friendly,1974-06-03,Togo,0,2,Denmark,,1
4567,Friendly,1974-10-03,Benin,2,0,Denmark,,1
4568,Friendly,1974-03-13,German DR,1,0,Belgium,,1
4569,Gulf Cup,1974-03-16,Qatar,0,2,Saudi Arabia,,0
4570,Gulf Cup,1974-03-21,Bahrain,1,4,Saudi Arabia,,0
4571,Gulf Cup,1974-03-22,Oman,0,4,Qatar,,0
4572,Friendly,1974-03-23,France,1,0,Romania,,1
4573,Friendly,1974-03-23,Haiti,0,1,Uruguay,,1
4574,Gulf Cup,1974-03-23,Saudi Arabia,2,0,United Arab Emirates,,0
4575,Gulf Cup,1974-03-24,Kuwait,1,0,Qatar,,1
4576,Friendly,1974-03-25,Haiti,0,0,Uruguay,,1
4577,Gulf Cup,1974-03-26,Qatar,1,3,Saudi Arabia,,0
4578,Friendly,1974-03-27,Germany,2,1,Scotland,,1
4579,Friendly,1974-03-27,Netherlands,1,1,Austria,,1
4580,Friendly,1974-03-28,Jamaica,0,3,Uruguay,,1
4581,Gulf Cup,1974-03-28,Qatar,1,1,United Arab Emirates,Qatar win on penalties,0
4582,Gulf Cup,1974-03-29,Kuwait,4,0,Saudi Arabia,,1
4583,Friendly,1974-03-31,Brazil,1,1,Mexico,,1
4584,Friendly,1974-03-04,Portugal,0,0,England,,1
4585,Friendly,1974-07-04,Brazil,1,0,Czechoslovakia,,1
4586,Friendly,1974-07-04,Morocco,2,0,Algeria,,1
4587,Friendly,1974-12-04,Bermuda,0,0,Canada,,1
4588,Friendly,1974-04-13,Haiti,2,1,Poland,,1
4589,Friendly,1974-04-14,Brazil,1,0,Bulgaria,,1
4590,Friendly,1974-04-15,Haiti,1,3,Poland,,1
4591,Friendly,1974-04-17,Belgium,1,1,Poland,,1
4592,Friendly,1974-04-17,Brazil,2,0,Romania,,1
4593,Friendly,1974-04-17,Germany,5,0,Hungary,,1
4594,Friendly,1974-04-19,Indonesia,2,1,Uruguay,,1
4595,Friendly,1974-04-21,Brazil,4,0,Haiti,,1
4596,Friendly,1974-04-21,Indonesia,2,3,Uruguay,,1
4597,Friendly,1974-04-22,Argentina,2,1,Romania,,1
4598,Friendly,1974-04-27,Czechoslovakia,3,3,France,,1
4599,Friendly,1974-04-28,Brazil,0,0,Greece,,1
4600,Friendly,1974-01-05,Brazil,0,0,Austria,,1
4601,Friendly,1974-01-05,Germany,2,0,Sweden,,1
4602,Friendly,1974-01-05,Switzerland,0,1,Belgium,,1
4603,Friendly,1974-05-05,Brazil,2,1,Republic of Ireland,,1
4604,Friendly,1974-08-05,Uruguay,2,0,Republic of Ireland,,1
4605,British Championship,1974-11-05,Wales,0,2,England,,1
4606,Friendly,1974-12-05,Brazil,2,0,Paraguay,,1
4607,Korea Cup,1974-05-13,South Korea,0,1,Cambodia,,1
4608,British Championship,1974-05-14,Scotland,2,0,Wales,,1
4609,British Championship,1974-05-15,England,1,0,Northern Ireland,,1
4610,Friendly,1974-05-15,Poland,2,0,Greece,,1
4611,Friendly,1974-05-18,France,0,1,Argentina,,1
