ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
8386,UNCAF Cup,1993-02-16,Costa Rica,6,0,Nicaragua,,1
8387,FIFA World Cup qualification,1993-02-17,England,6,0,San Marino,,1
8388,Friendly,1993-02-17,Republic of Ireland,2,1,Wales,,1
8389,FIFA World Cup qualification,1993-02-17,Israel,0,4,France,,1
8390,Friendly,1993-02-18,Argentina,1,1,Brazil,,1
8391,UNCAF Cup,1993-02-19,Costa Rica,2,0,Nicaragua,,1
8392,Friendly,1993-02-21,United States,0,0,Russia,,1
8393,CONMEBOL-UEFA Cup of Champions,1993-02-24,Argentina,1,1,Denmark,Argentina win on penalties,1
8394,FIFA World Cup qualification,1993-02-24,Netherlands,3,1,Turkey,,1
8395,FIFA World Cup qualification,1993-02-24,Portugal,1,3,Italy,,1
8396,FIFA World Cup qualification,1993-02-24,Spain,5,0,Lithuania,,1
8397,FIFA World Cup qualification,1993-02-26,Algeria,2,1,Ghana,,1
8398,FIFA World Cup qualification,1993-02-27,Senegal,1,0,Gabon,,1
8399,FIFA World Cup qualification,1993-02-28,Morocco,0,0,Tunisia,,1
8400,FIFA World Cup qualification,1993-01-03,Cameroon,0,0,DR Congo,,1
8401,UNCAF Cup,1993-05-03,El Salvador,0,1,Costa Rica,,0
8402,UNCAF Cup,1993-07-03,Honduras,2,0,Costa Rica,,1
8403,Kirin Cup,1993-07-03,Japan,0,1,Hungary,,1
8404,Friendly,1993-09-03,Canada,0,2,South Korea,,1
8405,UNCAF Cup,1993-09-03,Costa Rica,2,0,Panama,,0
8406,Kirin Cup,1993-10-03,Hungary,0,0,United States,,0
8407,Friendly,1993-11-03,Canada,2,0,South Korea,,1
8408,Friendly,1993-12-03,Qatar,1,2,Jordan,,1
8409,Kirin Cup,1993-03-14,Japan,3,1,United States,,1
8410,Friendly,1993-03-17,Brazil,2,2,Poland,,1
8411,Friendly,1993-03-17,Tunisia,0,1,Switzerland,,1
8412,Friendly,1993-03-23,El Salvador,2,2,United States,,1
8413,Friendly,1993-03-24,Costa Rica,0,1,Canada,,1
8414,FIFA World Cup qualification,1993-03-24,Netherlands,6,0,San Marino,,1
8415,Friendly,1993-03-24,Scotland,0,1,Germany,,1
8416,Friendly,1993-03-25,Honduras,4,1,United States,,1
8417,FIFA World Cup qualification,1993-03-27,Austria,0,1,France,,1
8418,Friendly,1993-03-30,Qatar,1,6,Norway,,1
8419,Friendly,1993-03-31,Colombia,4,1,Costa Rica,,1
8420,FIFA World Cup qualification,1993-03-31,Denmark,1,0,Spain,,1
8421,Friendly,1993-03-31,Poland,1,1,Lithuania,,1
8422,FIFA World Cup qualification,1993-03-31,Switzerland,1,1,Portugal,,1
8423,FIFA World Cup qualification,1993-03-31,Turkey,0,2,England,,1
8424,FIFA World Cup qualification,1993-03-31,Wales,2,0,Belgium,,1
8425,FIFA World Cup qualification,1993-04-04,El Salvador,2,1,Mexico,,1
8426,FIFA World Cup qualification,1993-04-04,Honduras,2,2,Canada,,1
8427,FIFA World Cup qualification,1993-08-04,Japan,1,0,Thailand,,1
8428,FIFA World Cup qualification,1993-09-04,Qatar,3,1,Indonesia,,1
8429,African Cup of Nations qualification,1993-10-04,Ghana,0,0,Liberia,,1
8430,FIFA World Cup qualification,1993-11-04,Canada,2,0,El Salvador,,1
8431,African Cup of Nations qualification,1993-11-04,Guinea-Bissau,0,3,Senegal,,1
8432,FIFA World Cup qualification,1993-11-04,Japan,8,0,Bangladesh,,1
8433,FIFA World Cup qualification,1993-11-04,Mexico,3,0,Honduras,,1
8434,African Cup of Nations qualification,1993-11-04,Morocco,0,1,Malawi,,1
8435,African Cup of Nations qualification,1993-11-04,Niger,0,0,Cameroon,,1
8436,FIFA World Cup qualification,1993-11-04,Qatar,4,0,Vietnam,,1
8437,Friendly,1993-04-13,Poland,2,1,Finland,,1
8438,FIFA World Cup qualification,1993-04-14,Denmark,2,0,Latvia,,1
8439,Friendly,1993-04-14,Germany,6,1,Ghana,,1
8440,FIFA World Cup qualification,1993-04-15,Japan,5,0,Sri Lanka,,1
8441,Friendly,1993-04-16,Australia,1,0,Kuwait,,0
8442,FIFA World Cup qualification,1993-04-16,Qatar,4,1,Singapore,,1
8443,FIFA World Cup qualification,1993-04-17,Malta,0,2,Switzerland,,1
8444,Friendly,1993-04-17,United States,1,1,Iceland,,1
8445,FIFA World Cup qualification,1993-04-18,Cameroon,3,1,Guinea,,1
8446,FIFA World Cup qualification,1993-04-18,Canada,3,1,Honduras,,1
8447,FIFA World Cup qualification,1993-04-18,Japan,2,0,United Arab Emirates,,1
8448,FIFA World Cup qualification,1993-04-18,Mexico,3,1,El Salvador,,1
8449,FIFA World Cup qualification,1993-04-18,Morocco,1,0,Senegal,,1
8450,FIFA World Cup qualification,1993-04-18,Qatar,1,2,North Korea,,1
8451,Friendly,1993-04-18,Saudi Arabia,3,1,New Zealand,,0
8452,Friendly,1993-04-19,Australia,1,3,Kuwait,,0
8453,Friendly,1993-04-22,Singapore,0,3,Saudi Arabia,,1
8454,FIFA World Cup qualification,1993-04-24,Indonesia,1,4,Qatar,,0
8455,Friendly,1993-04-24,Saudi Arabia,1,0,New Zealand,,0
8456,African Cup of Nations qualification,1993-04-25,Cameroon,0,0,Gabon,,1
8457,Friendly,1993-04-25,South Korea,1,1,Iraq,,1
8458,FIFA World Cup qualification,1993-04-25,Mexico,4,0,Canada,,1
8459,African Cup of Nations qualification,1993-04-25,Morocco,1,0,Mali,,1
8460,FIFA World Cup qualification,1993-04-26,Vietnam,0,4,Qatar,,0
8461,FIFA World Cup qualification,1993-04-28,Czech Republic,1,1,Wales,,1
8462,FIFA World Cup qualification,1993-04-28,England,2,2,Netherlands,,1
8463,FIFA World Cup qualification,1993-04-28,France,2,1,Sweden,,1
8464,FIFA World Cup qualification,1993-04-28,Republic of Ireland,1,1,Denmark,,1
8465,Friendly,1993-04-28,South Korea,2,2,Iraq,,1
8466,FIFA World Cup qualification,1993-04-28,Poland,1,0,San Marino,,1
8467,FIFA World Cup qualification,1993-04-28,Portugal,5,0,Scotland,,1
8468,FIFA World Cup qualification,1993-04-28,Spain,3,1,Northern Ireland,,1
8469,FIFA World Cup qualification,1993-04-28,Thailand,0,1,Japan,,0
8470,FIFA World Cup qualification,1993-04-30,Bangladesh,1,4,Japan,,0
8471,FIFA World Cup qualification,1993-04-30,Singapore,1,0,Qatar,,1
8472,FIFA World Cup qualification,1993-01-05,Macau,0,6,Saudi Arabia,,0
8473,FIFA World Cup qualification,1993-01-05,Switzerland,1,0,Italy,,1
8474,FIFA World Cup qualification,1993-02-05,El Salvador,1,2,Canada,,1
8475,FIFA World Cup qualification,1993-02-05,Honduras,1,4,Mexico,,1
8476,FIFA World Cup qualification,1993-02-05,North Korea,2,2,Qatar,,0
8477,FIFA World Cup qualification,1993-03-05,Malaysia,1,1,Saudi Arabia,,1
8478,FIFA World Cup qualification,1993-05-05,Kuwait,0,0,Saudi Arabia,,0
8479,FIFA World Cup qualification,1993-05-05,Sri Lanka,0,6,Japan,,0
8480,FIFA World Cup qualification,1993-07-05,United Arab Emirates,1,1,Japan,,1
8481,Friendly,1993-08-05,United States,1,2,Colombia,,1
8482,FIFA World Cup qualification,1993-09-05,Bahrain,0,0,South Korea,,0
8483,FIFA World Cup qualification,1993-09-05,Canada,1,2,Mexico,,1
8484,FIFA World Cup qualification,1993-11-05,Lebanon,0,1,South Korea,,1
8485,FIFA World Cup qualification,1993-05-13,India,0,3,South Korea,,0
8486,FIFA World Cup qualification,1993-05-14,Saudi Arabia,8,0,Macau,,1
8487,FIFA World Cup qualification,1993-05-15,Hong Kong,0,3,South Korea,,0
8488,FIFA World Cup qualification,1993-05-16,Saudi Arabia,3,0,Malaysia,,1
8489,FIFA World Cup qualification,1993-05-18,Saudi Arabia,2,0,Kuwait,,1
8490,FIFA World Cup qualification,1993-05-19,San Marino,0,3,Poland,,1
8491,FIFA World Cup qualification,1993-05-22,Belgium,3,0,Faroe Islands,,1
8492,Friendly,1993-05-23,United States,0,0,Bolivia,,1
8493,Friendly,1993-05-26,United States,0,0,Peru,,1
8494,FIFA World Cup qualification,1993-05-29,Poland,1,1,England,,1
8495,Friendly,1993-05-30,Ecuador,1,0,Peru,,1
8496,FIFA World Cup qualification,1993-05-30,New Zealand,0,1,Australia,,1
8497,FIFA World Cup qualification,1993-02-06,Denmark,4,0,Albania,,1
8498,FIFA World Cup qualification,1993-02-06,Lithuania,0,2,Spain,,1
8499,FIFA World Cup qualification,1993-02-06,Norway,2,0,England,,1
8500,FIFA World Cup qualification,1993-05-06,South Korea,4,1,Hong Kong,,1
8501,FIFA World Cup qualification,1993-06-06,Australia,3,0,New Zealand,,1
8502,FIFA World Cup qualification,1993-06-06,Faroe Islands,0,3,Wales,,1
8503,Friendly,1993-06-06,Iran,5,0,Pakistan,,1
8504,USA Cup,1993-06-06,United States,0,2,Brazil,,1
8505,FIFA World Cup qualification,1993-07-06,South Korea,2,0,Lebanon,,1
8506,Friendly,1993-08-06,Iran,2,1,Turkmenistan,,1
8507,Friendly,1993-09-06,Ecuador,1,2,Chile,,1
8508,FIFA World Cup qualification,1993-09-06,South Korea,7,0,India,,1
8509,FIFA World Cup qualification,1993-09-06,Netherlands,0,0,Norway,,1
8510,USA Cup,1993-09-06,United States,2,0,England,,1
8511,USA Cup,1993-10-06,Brazil,3,3,Germany,,0
8512,Friendly,1993-10-06,Mexico,3,1,Paraguay,,1
8513,Korea Cup,1993-11-06,South Korea,2,2,Romania,,1
8514,USA Cup,1993-06-13,Brazil,1,1,England,,0
8515,Friendly,1993-06-13,Iran,1,0,Tajikistan,,1
8516,FIFA World Cup qualification,1993-06-13,South Korea,3,0,Bahrain,,1
8517,USA Cup,1993-06-13,United States,3,4,Germany,,1
8518,Friendly,1993-06-14,Iran,2,1,Turkmenistan,,1
8519,Korea Cup,1993-06-14,South Korea,1,2,Czech Republic,,1
8520,Copa America,1993-06-15,Ecuador,6,1,Venezuela,,1
8521,Copa America,1993-06-16,Colombia,2,1,Mexico,,0
8522,Copa America,1993-06-16,Uruguay,1,0,United States,,0
8523,Copa America,1993-06-17,Argentina,1,0,Bolivia,,0
8524,Copa America,1993-06-18,Brazil,0,0,Peru,,0
8525,Copa America,1993-06-19,Ecuador,2,0,United States,,1
8526,USA Cup,1993-06-19,England,1,2,Germany,,0
8527,Korea Cup,1993-06-19,South Korea,1,2,Egypt,,1
8528,FIFA World Cup qualification,1993-06-19,Portugal,4,0,Malta,,1
8529,Copa America,1993-06-19,Uruguay,2,2,Venezuela,,0
8530,Copa America,1993-06-20,Argentina,1,1,Mexico,,0
8531,Friendly,1993-06-20,Mali,0,2,Senegal,,1
8532,Copa America,1993-06-21,Brazil,2,3,Chile,,0
8533,Copa America,1993-06-22,Ecuador,2,1,Uruguay,,1
8534,Copa America,1993-06-22,United States,3,3,Venezuela,,0
8535,Copa America,1993-06-23,Argentina,1,1,Colombia,,0
8536,Friendly,1993-06-23,Costa Rica,3,1,Panama,,1
8537,FIFA World Cup qualification,1993-06-23,Iran,0,0,Oman,,1
8538,Copa America,1993-06-23,Mexico,0,0,Bolivia,,0
8539,Copa America,1993-06-24,Brazil,3,0,Paraguay,,0
8540,Friendly,1993-06-25,Croatia,3,1,Ukraine,,1
8541,FIFA World Cup qualification,1993-06-25,Iran,6,0,Taiwan,,1
8542,Copa America,1993-06-26,Colombia,1,1,Uruguay,Colombia win on penalties,0
8543,Copa America,1993-06-26,Ecuador,3,0,Paraguay,,1
8544,Korea Cup,1993-06-26,South Korea,1,0,Czech Republic,,1
8545,Copa America,1993-06-27,Brazil,1,1,Argentina,Argentina win on penalties,0
8546,FIFA World Cup qualification,1993-06-27,Iran,1,1,Syria,,1
8547,Copa America,1993-06-27,Peru,2,4,Mexico,,0
8548,Korea Cup,1993-06-28,South Korea,0,1,Egypt,,1
8549,Friendly,1993-06-29,Costa Rica,0,2,Mexico,,1
8550,Copa America,1993-06-30,Ecuador,0,2,Mexico,,1
8551,Copa America,1993-01-07,Colombia,0,0,Argentina,Argentina win on penalties,0
8552,FIFA World Cup qualification,1993-02-07,Oman,0,1,Iran,,0
8553,Copa America,1993-03-07,Ecuador,0,1,Colombia,,1
8554,Copa America,1993-04-07,Argentina,2,1,Mexico,,0
8555,Friendly,1993-04-07,Jamaica,1,1,Costa Rica,,1
8556,FIFA World Cup qualification,1993-04-07,Zambia,2,1,Morocco,,1
8557,FIFA World Cup qualification,1993-04-07,Zimbabwe,1,0,Cameroon,,1
8558,FIFA World Cup qualification,1993-06-07,Syria,1,1,Iran,,1
8559,Gold Cup,1993-10-07,United States,1,0,Jamaica,,1
8560,African Cup of Nations qualification,1993-11-07,Benin,0,3,Cameroon,,1
8561,Gold Cup,1993-11-07,Canada,1,1,Costa Rica,,0
8562,African Cup of Nations qualification,1993-11-07,Egypt,1,1,Morocco,,1
8563,Gold Cup,1993-11-07,Mexico,9,0,Martinique,,1
8564,African Cup of Nations qualification,1993-11-07,Senegal,1,1,Sierra Leone,,1
8565,Friendly,1993-07-13,Peru,1,2,Uruguay,,1
8566,Friendly,1993-07-14,Brazil,2,0,Paraguay,,1
8567,Gold Cup,1993-07-14,United States,2,1,Panama,,1
8568,Gold Cup,1993-07-15,Canada,2,2,Martinique,,0
8569,Gold Cup,1993-07-15,Mexico,1,1,Costa Rica,,1
8570,FIFA World Cup qualification,1993-07-17,Senegal,1,3,Morocco,,1
8571,Friendly,1993-07-17,Uruguay,3,0,Peru,,1
8572,Gold Cup,1993-07-17,United States,1,0,Honduras,,1
8573,Gold Cup,1993-07-18,Costa Rica,3,1,Martinique,,0
8574,FIFA World Cup qualification,1993-07-18,Ecuador,0,0,Brazil,,1
8575,FIFA World Cup qualification,1993-07-18,Guinea,0,1,Cameroon,,1
8576,Gold Cup,1993-07-18,Mexico,8,0,Canada,,1
8577,Gold Cup,1993-07-21,United States,1,0,Costa Rica,,1
8578,Gold Cup,1993-07-22,Mexico,6,1,Jamaica,,1
8579,African Cup of Nations qualification,1993-07-25,Algeria,4,0,Senegal,,1
8580,FIFA World Cup qualification,1993-07-25,Bolivia,2,0,Brazil,,1
8581,African Cup of Nations qualification,1993-07-25,Cameroon,2,0,Niger,,1
8582,Gold Cup,1993-07-25,Jamaica,1,1,Costa Rica,,0
8583,African Cup of Nations qualification,1993-07-25,Liberia,0,2,Ghana,,1
8584,African Cup of Nations qualification,1993-07-25,Malawi,0,2,Morocco,,1
8585,Gold Cup,1993-07-25,Mexico,4,0,United States,,1
8586,FIFA World Cup qualification,1993-07-25,Venezuela,0,1,Uruguay,,1
8587,Friendly,1993-07-28,France,3,1,Russia,,1
8588,FIFA World Cup qualification,1993-07-31,Canada,2,1,Australia,,1
8589,FIFA World Cup qualification,1993-01-08,Peru,0,1,Argentina,,1
8590,FIFA World Cup qualification,1993-01-08,Uruguay,0,0,Ecuador,,1
8591,FIFA World Cup qualification,1993-01-08,Venezuela,1,5,Brazil,,1
8592,FIFA World Cup qualification,1993-07-08,Senegal,0,0,Zambia,,0
8593,FIFA World Cup qualification,1993-08-08,Bolivia,3,1,Uruguay,,1
8594,Friendly,1993-08-08,Brazil,1,1,Mexico,,1
8595,FIFA World Cup qualification,1993-08-08,Ecuador,5,0,Venezuela,,1
8596,FIFA World Cup qualification,1993-08-08,Paraguay,1,3,Argentina,,1
8597,Friendly,1993-11-08,Sweden,1,2,Switzerland,,1
8598,FIFA World Cup qualification,1993-08-15,Australia,2,1,Canada,Australia win on penalties,1
8599,FIFA World Cup qualification,1993-08-15,Bolivia,1,0,Ecuador,,1
8600,FIFA World Cup qualification,1993-08-15,Colombia,2,1,Argentina,,1
8601,FIFA World Cup qualification,1993-08-15,Uruguay,1,1,Brazil,,1
8602,FIFA World Cup qualification,1993-08-22,Argentina,2,1,Peru,,1
8603,FIFA World Cup qualification,1993-08-22,Brazil,2,0,Ecuador,,1
8604,FIFA World Cup qualification,1993-08-22,Sweden,1,1,France,,1
8605,FIFA World Cup qualification,1993-08-25,Denmark,4,0,Lithuania,,1
8606,FIFA World Cup qualification,1993-08-29,Argentina,0,0,Paraguay,,1
8607,FIFA World Cup qualification,1993-08-29,Brazil,6,0,Bolivia,,1
8608,FIFA World Cup qualification,1993-08-29,Uruguay,4,0,Venezuela,,1
8609,Friendly,1993-08-31,Iceland,0,1,United States,,1
8610,FIFA World Cup qualification,1993-05-09,Argentina,0,5,Colombia,,1
8611,FIFA World Cup qualification,1993-05-09,Brazil,4,0,Venezuela,,1
8612,FIFA World Cup qualification,1993-05-09,Ecuador,0,1,Uruguay,,1
8613,FIFA World Cup qualification,1993-05-09,Estonia,0,2,Portugal,,1
8614,FIFA World Cup qualification,1993-08-09,Albania,0,1,Denmark,,1
8615,FIFA World Cup qualification,1993-08-09,England,3,0,Poland,,1
8616,FIFA World Cup qualification,1993-08-09,Finland,0,2,France,,1
8617,Friendly,1993-08-09,Norway,1,0,United States,,1
8618,FIFA World Cup qualification,1993-08-09,Scotland,1,1,Switzerland,,1
8619,Friendly,1993-08-09,Spain,2,0,Chile,,1
8620,FIFA World Cup qualification,1993-08-09,Wales,2,2,Czech Republic,,1
8621,FIFA World Cup qualification,1993-12-09,Uruguay,2,1,Bolivia,,1
8622,FIFA World Cup qualification,1993-12-09,Venezuela,2,1,Ecuador,,1
8623,Friendly,1993-09-15,Morocco,3,0,Mali,,1
8624,Friendly,1993-09-17,Saudi Arabia,4,0,Thailand,,1
8625,FIFA World Cup qualification,1993-09-19,Brazil,2,0,Uruguay,,1
8626,FIFA World Cup qualification,1993-09-19,Ecuador,1,1,Bolivia,,1
8627,Friendly,1993-09-19,Zimbabwe,2,0,Senegal,,1
8628,Friendly,1993-09-20,Saudi Arabia,3,0,Thailand,,1
8629,FIFA World Cup qualification,1993-09-22,Albania,1,5,Spain,,1
8630,Friendly,1993-09-22,Mexico,1,0,Cameroon,,0
8631,FIFA World Cup qualification,1993-09-22,Norway,1,0,Poland,,1
8632,FIFA World Cup qualification,1993-09-22,San Marino,0,7,Netherlands,,0
8633,Friendly,1993-09-22,Tunisia,1,1,Germany,,1
8634,Friendly,1993-09-23,Saudi Arabia,1,2,Costa Rica,,1
8635,Friendly,1993-09-24,South Korea,1,1,Australia,,1
8636,Friendly,1993-09-26,South Korea,1,0,Australia,,1
8637,FIFA World Cup qualification,1993-09-26,Zambia,4,0,Senegal,,1
8638,Friendly,1993-09-27,Saudi Arabia,3,2,Costa Rica,,1
8639,Friendly,1993-09-29,Mexico,0,0,Poland,,0
8640,Friendly,1993-01-10,Morocco,1,0,Gabon,,1
8641,Friendly,1993-04-10,Japan,1,0,Ivory Coast,,1
8642,Friendly,1993-06-10,Belgium,2,1,Gabon,,1
8643,Friendly,1993-06-10,Mexico,4,0,South Africa,,0
8644,Friendly,1993-06-10,Saudi Arabia,4,2,Russia,,1
8645,FIFA World Cup qualification,1993-10-10,Cameroon,3,1,Zimbabwe,,1
8646,FIFA World Cup qualification,1993-10-10,Morocco,1,0,Zambia,,1
8647,FIFA World Cup qualification,1993-10-13,Denmark,1,0,Northern Ireland,,1
8648,FIFA World Cup qualification,1993-10-13,France,2,3,Israel,,1
8649,Friendly,1993-10-13,Germany,5,0,Uruguay,,1
8650,FIFA World Cup qualification,1993-10-13,Republic of Ireland,1,3,Spain,,1
8651,FIFA World Cup qualification,1993-10-13,Netherlands,2,0,England,,1
8652,FIFA World Cup qualification,1993-10-13,Poland,0,3,Norway,,1
8653,FIFA World Cup qualification,1993-10-13,Portugal,1,0,Switzerland,,1
8654,FIFA World Cup qualification,1993-10-13,Romania,2,1,Belgium,,1
8655,Friendly,1993-10-13,United States,1,1,Mexico,,1
8656,FIFA World Cup qualification,1993-10-13,Wales,2,0,Cyprus,,1
8657,FIFA World Cup qualification,1993-10-15,Saudi Arabia,0,0,Japan,,0
8658,FIFA World Cup qualification,1993-10-16,Iran,0,3,South Korea,,0
8659,Friendly,1993-10-16,United States,1,2,Ukraine,,1
8660,Friendly,1993-10-17,Tunisia,3,1,Iceland,,1
8661,FIFA World Cup qualification,1993-10-18,Japan,1,2,Iran,,0
8662,FIFA World Cup qualification,1993-10-18,North Korea,1,2,Saudi Arabia,,0
8663,FIFA World Cup qualification,1993-10-19,Iraq,2,2,South Korea,,0
8664,Friendly,1993-10-20,Mexico,2,1,Ukraine,,0
8665,FIFA World Cup qualification,1993-10-21,North Korea,0,3,Japan,,0
8666,FIFA World Cup qualification,1993-10-22,Iran,1,2,Iraq,,0
8667,FIFA World Cup qualification,1993-10-22,South Korea,1,1,Saudi Arabia,,0
8668,Friendly,1993-10-23,United States,0,1,Ukraine,,1
8669,FIFA World Cup qualification,1993-10-24,Iraq,1,1,Saudi Arabia,,0
8670,FIFA World Cup qualification,1993-10-25,Iran,2,1,North Korea,,0
8671,FIFA World Cup qualification,1993-10-25,Japan,1,0,South Korea,,0
8672,FIFA World Cup qualification,1993-10-27,Turkey,2,1,Poland,,1
8673,FIFA World Cup qualification,1993-10-28,Iraq,2,2,Japan,,0
8674,FIFA World Cup qualification,1993-10-28,South Korea,3,0,North Korea,,0
8675,FIFA World Cup qualification,1993-10-28,Saudi Arabia,4,3,Iran,,0
8676,FIFA World Cup qualification,1993-10-31,Australia,1,1,Argentina,,1
8677,Friendly,1993-03-11,Mexico,3,0,China PR,,0
8678,Friendly,1993-05-11,Tunisia,4,0,Gabon,,1
8679,Friendly,1993-07-11,Tunisia,2,1,Egypt,,1
8680,Friendly,1993-07-11,United States,1,0,Jamaica,,1
8681,FIFA World Cup qualification,1993-10-11,Portugal,3,0,Estonia,,1
8682,Friendly,1993-11-14,United States,8,1,Cayman Islands,,1
8683,FIFA World Cup qualification,1993-11-17,Argentina,1,0,Australia,,1
8684,FIFA World Cup qualification,1993-11-17,Belgium,0,0,Czech Republic,,1
8685,FIFA World Cup qualification,1993-11-17,France,1,2,Bulgaria,,1
8686,Friendly,1993-11-17,Germany,2,1,Brazil,,1
8687,FIFA World Cup qualification,1993-11-17,Italy,1,0,Portugal,,1
8688,FIFA World Cup qualification,1993-11-17,Poland,1,3,Netherlands,,1
8689,FIFA World Cup qualification,1993-11-17,San Marino,1,7,England,,0
8690,FIFA World Cup qualification,1993-11-17,Spain,1,0,Denmark,,1
8691,FIFA World Cup qualification,1993-11-17,Switzerland,4,0,Estonia,,1
8692,FIFA World Cup qualification,1993-11-17,Wales,1,2,Romania,,1
8693,Friendly,1993-11-26,Gambia,3,0,Ghana,,0
8694,Amilcar Cabral Cup,1993-11-27,Senegal,0,1,Mali,,0
8695,Friendly,1993-11-28,Sierra Leone,2,3,Ghana,,1
8696,Amilcar Cabral Cup,1993-11-29,Senegal,4,0,Mauritania,,0
8697,Friendly,1993-11-30,Ghana,1,0,Guinea,,0
8698,Amilcar Cabral Cup,1993-01-12,Senegal,0,0,Guinea-Bissau,,0
8699,Amilcar Cabral Cup,1993-03-12,Gambia,0,2,Senegal,,0
8700,Amilcar Cabral Cup,1993-05-12,Sierra Leone,2,0,Senegal,,1
8701,Friendly,1993-05-12,United States,7,0,El Salvador,,1
8702,Friendly,1993-12-15,Argentina,2,1,Germany,,0
8703,Friendly,1993-12-16,Mexico,0,1,Brazil,,1
8704,Friendly,1993-12-18,United States,0,3,Germany,,1
8705,Friendly,1993-12-22,Mexico,0,0,Germany,,1
8706,Friendly,1993-12-29,Ghana,0,0,Egypt,,1
8707,Friendly,1993-12-31,Ghana,1,1,Tunisia,,1
8708,Friendly,1994-02-01,Ghana,2,1,Egypt,,1
8709,Friendly,1994-01-15,United States,2,1,Norway,,1
8710,Friendly,1994-01-19,Costa Rica,0,0,Norway,,0
8711,Friendly,1994-01-19,Mexico,1,1,Bulgaria,,0
8712,Friendly,1994-01-19,Spain,2,2,Portugal,,1
8713,Friendly,1994-01-19,Tunisia,2,2,Netherlands,,1
8714,Friendly,1994-01-22,United States,1,1,Switzerland,,1
8715,Friendly,1994-01-23,Mali,1,0,Senegal,,1
8716,Friendly,1994-01-23,Saudi Arabia,1,0,China PR,,1
8717,Friendly,1994-01-25,Qatar,1,0,Finland,,1
8718,Friendly,1994-01-26,Mexico,1,5,Switzerland,,0
8719,Friendly,1994-01-26,Saudi Arabia,1,1,China PR,,1
8720,Friendly,1994-01-27,Qatar,0,0,Finland,,1
8721,Friendly,1994-01-29,United States,1,1,Russia,,1
8722,Friendly,1994-01-30,Senegal,0,0,Mali,,1
8723,United Arab Emirates Friendship Tournament,1994-02-02,Egypt,1,1,Morocco,,0
8724,Friendly,1994-02-02,Mexico,1,4,Russia,,0
8725,United Arab Emirates Friendship Tournament,1994-04-02,United Arab Emirates,1,1,Morocco,,1
8726,United Arab Emirates Friendship Tournament,1994-06-02,Morocco,2,1,Slovakia,,0
8727,Friendly,1994-06-02,Saudi Arabia,1,1,Colombia,,1
8728,Friendly,1994-07-02,Gambia,0,0,Senegal,,1
8729,Malta International Tournament,1994-08-02,Malta,1,1,Tunisia,,1
8730,Friendly,1994-09-02,Spain,1,1,Poland,,1
8731,Malta International Tournament,1994-10-02,Slovenia,2,2,Tunisia,,0
8732,Malta International Tournament,1994-12-02,Georgia,2,0,Tunisia,,0
8733,Lunar New Year Cup,1994-02-13,Romania,2,1,United States,,0
8734,Friendly,1994-02-16,Italy,0,1,France,,1
8735,Friendly,1994-02-16,South Korea,1,2,Romania,,1
8736,Friendly,1994-02-16,Malta,1,0,Belgium,,1
8737,Friendly,1994-02-18,United States,1,1,Bolivia,,1
8738,Friendly,1994-02-20,United States,1,3,Sweden,,1
8739,Friendly,1994-02-23,Mali,0,0,Ghana,,1
8740,Friendly,1994-02-23,Morocco,0,0,Finland,,1
8741,Friendly,1994-02-24,Mexico,2,1,Sweden,,0
8742,Friendly,1994-02-26,Colombia,2,2,South Korea,,0
8743,Friendly,1994-02-27,Gabon,0,0,Senegal,,1
8744,Friendly,1994-02-03,Mexico,0,0,Colombia,,1
8745,Friendly,1994-05-03,United States,1,0,South Korea,,1
8746,Friendly,1994-09-03,England,1,0,Denmark,,1
8747,Friendly,1994-09-03,Hungary,1,2,Switzerland,,1
8748,Friendly,1994-09-03,Nigeria,0,0,Ghana,,1
8749,Friendly,1994-09-03,Wales,1,3,Norway,,1
8750,Friendly,1994-12-03,United States,1,1,South Korea,,1
8751,Friendly,1994-03-16,Egypt,0,0,Cameroon,,1
8752,Friendly,1994-03-17,Tunisia,4,2,Niger,,1
8753,Friendly,1994-03-22,France,3,1,Chile,,1
8754,Friendly,1994-03-23,Brazil,2,0,Argentina,,1
8755,Friendly,1994-03-23,Germany,2,1,Italy,,1
8756,Friendly,1994-03-23,Greece,0,0,Poland,,1
8757,Friendly,1994-03-23,Luxembourg,1,2,Morocco,,1
8758,Friendly,1994-03-23,Scotland,0,1,Netherlands,,1
8759,Friendly,1994-03-23,Spain,0,2,Croatia,,1
8760,Friendly,1994-03-26,Saudi Arabia,0,2,Chile,,1
8761,African Cup of Nations,1994-03-26,Tunisia,0,2,Mali,,1
8762,Friendly,1994-03-26,United States,2,2,Bolivia,,1
8763,African Cup of Nations,1994-03-27,Ghana,1,0,Guinea,,0
8764,African Cup of Nations,1994-03-29,Senegal,2,1,Guinea,,0
8765,African Cup of Nations,1994-03-30,Tunisia,1,1,DR Congo,,1
8766,African Cup of Nations,1994-03-31,Ghana,1,0,Senegal,,0
8767,African Cup of Nations,1994-03-04,Ghana,1,2,Ivory Coast,,0
8768,African Cup of Nations,1994-03-04,Zambia,1,0,Senegal,,0
8769,Friendly,1994-04-13,Poland,1,0,Saudi Arabia,,0
8770,Friendly,1994-04-16,United States,1,1,Moldova,,1
8771,Friendly,1994-04-18,Tunisia,2,0,Saudi Arabia,,1
8772,Friendly,1994-04-20,Argentina,3,1,Morocco,,1
